id,rpt_yr,grad_date,orig_major,grad_major,current_major,biol_108,biol_109,exsc_110,exsc_140,act_english,act_math,act_reading,act_science,act_composite,sat_verbal,sat_math,sat_composite
106333,2009,5/11/2013,PNRS,NURS,,3,2.67,,,25,20,28,25,24,560,400,960
106436,2009,5/11/2013,PNRS,COMM,,2,,,,24,24,23,23,23,,,
395029,2009,5/11/2013,ACCT,FINA,,,,,,19,24,26,26,24,,,
403947,2009,5/11/2013,MUST,MUS ,,,,,,28,28,28,30,29,,,
409139,2009,5/10/2014,PNRS,NURS,,3,2,,,24,21,24,21,23,,,
413652,2009,,BA  ,,,,,,,,,,,,440,490,930
415020,2009,,CHEM,,,,,,,31,29,31,35,31,,,
418618,2009,5/11/2013,BIOL,CHEM,,,,,,24,24,29,22,25,,,
420138,2009,,PNRS,,,3,2,,,25,19,24,22,23,,,
424743,2009,12/18/2013,CE  ,CS  ,,,,,,31,27,27,25,27,,,
432543,2009,5/11/2013,FLIS,ARTA,,,,,,30,25,30,25,28,,,
437163,2009,,MATH,,,,,,,24,20,23,20,22,,,
454457,2009,12/18/2013,UNDE,ELED,,2.33,2,4,,21,25,20,23,21,380,490,870
454473,2009,,PNRS,,,3.33,3,,,24,25,23,21,23,,,
454673,2009,5/11/2013,THEO,THEO,,,,,,27,25,26,28,26,,,
473736,2009,,HIST,,,,,,,,,,,,670,530,1200
476870,2009,12/14/2011,PSYC,PSYC,,,,,,23,22,33,25,26,,,
479428,2009,5/11/2013,PSYC,BA  ,,,,,,20,25,18,24,22,470,520,990
479444,2009,,ELED,,,,,,,20,21,31,24,24,,,
479762,2009,,BIOL,,,,,,,24,25,24,26,24,,,
479909,2009,5/11/2013,PNRS,NURS,,3.67,3,,,32,30,30,28,30,620,680,1300
481933,2009,8/12/2014,UNDE,LS  ,,,,,,,,,,,540,520,1060
484244,2009,5/11/2013,EXSC,P.T.,,3.33,4,4,4,26,28,26,25,25,,,
486191,2009,,FINA,,,,,,,21,19,23,21,21,,,
487772,2009,,BA  ,,,,,,,24,25,28,26,26,560,600,1160
488581,2009,,BA  ,,,,,,,22,26,21,24,23,,,
488794,2009,5/11/2013,ELED,MATH,,,,,,,,,,,450,640,1090
489264,2009,5/11/2013,PSYC,PSYC,,,,,,31,23,29,31,29,,,
491346,2009,5/11/2013,CS  ,PSYC,,,,,,34,30,33,32,32,,,
491371,2009,12/18/2013,ACCT,ACCT,,,,,,21,26,21,24,23,,,
492367,2009,,BIOL,,,,,,,34,25,34,27,30,690,620,1310
492566,2009,,PNRS,,,0,,,,24,17,23,20,21,,,
496626,2009,,UNDE,,,,,,,19,20,22,22,21,,,
496997,2009,5/11/2013,PS  ,PS  ,,,,,,25,24,21,25,24,,,
500030,2009,,PSYC,,PSYC,,,,,21,20,23,19,21,590,420,1010
500690,2009,,BIOL,,,,,,,29,25,33,28,28,,,
502361,2009,,BA  ,,,,,,,27,29,30,28,29,,,
505762,2009,,BIOL,,,2,,,,25,23,22,22,23,500,450,950
507813,2009,,UNDE,,,,,,,26,19,25,22,23,,,
509844,2009,5/11/2013,PNRS,LS  ,,2.67,3,,,19,21,17,21,20,,,
513436,2009,5/11/2013,COMM,COMM,,,,,,24,27,24,28,26,550,640,1190
514390,2009,,UNDE,,,,,,,23,26,23,25,24,440,580,1020
524416,2009,,BA  ,,,,,,,,,,,,600,550,1150
449913,2010,5/10/2014,UNDE,R.T.,,3,3,,,19,23,19,22,21,430,530,960
471970,2010,5/10/2014,EDMI,EDMI,,,,,,25,29,23,24,25,430,600,1030
472240,2010,,BA  ,,,,,,,25,18,28,20,23,670,530,1200
474633,2010,5/10/2014,BA  ,BA  ,,2,,,,,,,,,520,590,1110
478235,2010,,COMM,,,,,,,34,25,28,24,27,,,
478799,2010,,PNRS,,,3.33,3.33,,,26,28,23,25,26,510,680,1190
484393,2010,5/10/2014,FINA,BA  ,,,,,,,,,,,580,580,1160
484634,2010,,COMM,,,,,,,24,23,24,27,24,520,570,1090
486639,2010,12/17/2014,PNRS,PSYC,,2.33,2,,,25,24,24,25,25,,,
501999,2010,12/18/2013,BA  ,BA  ,,,,,,27,27,18,23,24,,,
503640,2010,8/12/2014,UNDE,COMM,,,,,4,21,17,20,21,20,,,
506654,2010,,BA  ,,,,,2,,18,16,18,21,18,,,
510729,2010,12/18/2013,BIOL,BA  ,,,,,,25,28,32,25,28,,,
516230,2010,5/10/2014,EXSC,EXSC,,3,2.67,3,4,26,24,30,28,27,,,
544968,2010,5/10/2014,UNDE,BA  ,,,,,,23,22,18,21,21,,,
547879,2010,,UNDE,,,,,,,29,27,34,32,31,,,
565539,2010,5/10/2014,PS  ,COMM,,,,,,22,19,25,21,20,,,
568960,2010,,UNDE,,,2,,,1.67,21,22,20,21,21,480,520,900
615568,2010,,ART ,,,,,,,21,17,26,21,21,,,
621304,2010,5/10/2014,MATH,MATH,,,,,4,21,26,19,21,21,,,
626441,2010,5/10/2014,EXSC,EXSC,,3,3,3,3.67,21,26,25,27,25,540,560,1100
630024,2010,,BIOL,,,,,,,19,21,19,21,20,,,
630156,2010,5/10/2014,PSYC,PSYC,,,,,,16,19,22,21,20,,,
630968,2010,5/10/2014,CJS.,CJS.,,,,,,21,19,22,21,21,,,
631447,2010,5/10/2014,EXSC,EXSC,,3,2.67,3,3.33,27,26,28,29,28,,,
633146,2010,,EDMI,,,,,,,27,22,23,24,24,,,
633216,2010,8/12/2014,COMM,COMM,,,,,,26,23,25,22,24,,,
635784,2010,5/10/2014,HIST,HIST,,,,,,25,16,32,25,25,,,
635857,2010,5/10/2014,PNRS,NURS,,2.33,2,,,32,28,22,24,26,510,590,1100
637515,2010,,BIOL,,,,,,,21,24,22,23,22,,,
638435,2010,,BIOL,,,,,,,28,24,26,23,25,,,
638875,2010,,PNRS,,,2.33,2.67,,,23,22,22,23,23,,,
639824,2010,5/10/2014,BIOL,BMB ,,,,,,27,23,27,25,26,,,
650239,2010,5/10/2014,BA  ,BA  ,,,,,,24,26,23,24,24,570,540,1110
654096,2010,5/10/2014,EXSC,EXSC,,3,2.33,3.33,4,21,22,20,23,22,,,
655631,2010,5/10/2014,COMM,ART ,,,,,,26,24,22,27,24,530,540,1070
660762,2010,8/12/2014,CJS.,EXSC,,2,1,3,1.33,19,20,19,22,19,,,
670502,2010,,UNDE,,ENVI,,,,,16,16,20,23,19,,,
683944,2010,8/12/2014,BA  ,BA  ,,,,,,,,,,,,,
519547,2011,5/9/2015,ACCT,ACCT,,,,,,,,,,,440,530,970
522030,2011,,FLIS,,,,,,,27,21,26,21,24,510,490,1000
523795,2011,,PSYC,,,,,,,22,20,21,19,21,,,
524823,2011,,PMLS,,,2,1.67,,,21,25,23,21,22,,,
547701,2011,12/18/2013,BMB ,BMB ,,,,,,32,35,29,29,31,,,
548113,2011,5/9/2015,EXSC,P.T.,,3.67,4,4,4,33,26,25,23,26,,,
567956,2011,,MUST,,MUS ,,,,,28,22,32,24,27,,,
568710,2011,,PNRS,,,2,1.67,,,21,20,19,21,20,540,460,1000
569364,2011,,BIOL,,,2,,2,,30,29,23,27,27,,,
571881,2011,,ELED,,,,,,,31,24,30,26,28,,,
572506,2011,,PNRS,,,,,,,33,23,33,21,25,,,
616858,2011,,EXSC,,,3.67,4,4,4,24,24,24,27,24,480,460,940
627188,2011,5/9/2015,BIOL,PSYC,,,,,4,29,27,29,24,26,,,
629567,2011,5/9/2015,PSYC,PSYC,,,,,,26,20,25,23,22,,,
630131,2011,,COMM,,LS  ,,,,,21,17,16,20,19,,,
636412,2011,,BIOL,,BA  ,,,,,,,,,,470,480,950
640594,2011,5/9/2015,EXSC,EXSC,,3,4,3.33,4,27,28,28,26,27,560,630,1190
653293,2011,,BIOL,,FINA,,,,,20,22,21,22,21,,,
662205,2011,5/9/2015,ACCT,BA  ,,,,,,23,23,18,23,22,,,
665836,2011,,UNDE,,,3,,,,25,22,24,25,24,,,
666698,2011,,ACCT,,ELED,,,,,23,26,21,23,23,,,
668519,2011,,UNDE,,,2,,,,29,23,27,23,24,,,
669231,2011,5/9/2015,ACCT,ACCT,,,,,,,,,,,610,610,1080
677157,2011,,UNDE,,,3.33,4,,,23,19,19,23,21,,,
678298,2011,,EDMI,,,,,,,20,25,18,23,22,,,
678694,2011,,ENGL,,,,,,,,,,,,640,440,1080
682077,2011,5/9/2015,PNRS,NURS,,3,3.33,,,23,20,24,23,23,,,
683137,2011,5/9/2015,ACCT,ACCT,,,,,,26,26,29,21,24,,,
883315,2011,5/9/2015,PNRS,NURS,,3,3.33,,,30,22,24,21,24,,,
908582,2011,5/9/2015,UNDE,ENVI,,,,,,32,34,34,36,34,,,
908612,2011,,CS  ,,CS  ,,,,,33,28,33,30,31,,,
910219,2011,5/9/2015,CJS.,CJS.,,,,,,21,24,24,23,22,,,
923233,2011,5/9/2015,MUST,MUS ,,,,,,25,27,23,26,25,570,560,1130
923531,2011,,PNRS,,NURS,2.67,3,,2.33,20,18,21,23,21,,,
924496,2011,5/9/2015,USEC,ENVI,,,,,,27,25,29,25,26,,,
925743,2011,,CS  ,,,,,,,24,25,25,22,24,590,530,1120
934824,2011,,PS  ,,PS  ,,,,,,,,,,580,540,1120
936389,2011,5/9/2015,EXSC,EXSC,,2.67,2,2.67,2.67,21,20,22,20,21,510,540,1050
940629,2011,,ACCT,,,,,,,15,24,21,22,21,,,
953416,2011,5/9/2015,ECON,MUS ,,,,,,24,27,21,27,25,,,
957880,2011,5/9/2015,BA  ,PSYC,,,,,,25,22,20,21,21,,,
958398,2011,,ART ,,,2,2,,,23,17,24,22,22,,,
982866,2011,,PNRS,,NURS,2.67,2.67,,,24,26,31,22,26,,,
984784,2011,5/9/2015,BIOL,EXSC,,2.33,2,4,3,28,26,31,28,28,,,
985254,2011,5/9/2015,ELED,BA  ,,,,,,,,,,,,,
985655,2011,,ELED,,,,,,,24,18,19,18,20,,,
963088,2011,5/9/2015,ARTA,ARTA,,,,,,31,28,30,25,28,,,
679225,2011,5/9/2015,USEC,USEC,,,,,,32,26,26,24,26,,,
106440,2011,5/9/2015,ACCT,ACCT,,,,,,25,27,25,26,25,,,
426328,2011,5/9/2015,PSYC,PSYC,,,,,,25,26,31,21,26,,,
427042,2008,,PSYC,,,,,,,27,28,32,32,29,,,
427929,2008,5/12/2012,PNRS,NURS,,3,3,,,23,23,21,20,22,490,510,1000
428030,2008,5/11/2013,PNRS,NURS,,3.33,3,,4,20,17,19,24,20,,,
428235,2008,,UNDE,,,0,,,,21,21,27,21,23,,,
428963,2008,5/12/2012,BA  ,BA  ,,,,,4,,,,,,510,450,960
428969,2008,12/19/2012,EDMI,EDMI,,,,,,19,20,25,20,21,,,
429710,2008,,PNRS,,,,,,,,,,,,540,500,1040
430080,2008,,BA  ,,,,,,,21,25,22,20,21,470,530,1000
430484,2008,5/12/2012,PSYC,PSYC,,,,,,19,25,16,23,21,,,
430937,2008,8/13/2013,UNDE,CJS.,,,,,0.67,,,,,,520,500,1020
432946,2008,12/14/2011,CJS.,PSYC,,3,3,,,18,23,22,20,21,,,
432971,2008,5/12/2012,COMM,COMM,,,,,,,,,,,540,520,1060
433586,2008,5/12/2012,FLIS,CJS.,,,,,,28,27,33,28,29,,,
436680,2008,,BMB ,,,,,,,29,33,34,34,33,,,
436697,2008,5/12/2012,CHEM,CHEM,,,,,,26,29,33,27,29,,,
437082,2008,,EXSC,,,2.67,,,3,20,26,22,23,23,,,
437095,2008,5/12/2012,BA  ,HIST,,,,,,24,24,29,30,27,,,
437247,2008,,ENGL,,,,,,,27,24,31,22,26,,,
437900,2008,5/12/2012,PNRS,NURS,,3,3,,,27,23,20,23,23,,,
439770,2008,12/18/2013,BMB ,THEO,,3,2.33,,,,,,,,560,570,1130
439824,2008,5/12/2012,CJS.,CJS.,,,,,,23,24,28,27,25,,,
440510,2008,,PSYC,,,,,,,,,,,,480,470,950
446157,2008,8/10/2012,PS  ,HIST,,,,,,24,25,31,23,26,660,610,1270
446354,2008,8/10/2012,COMM,LS  ,,,,3,3.33,20,17,19,18,18,,,
446667,2008,5/12/2012,ART ,ART ,,,,,,22,19,20,21,20,,,
446710,2008,5/12/2012,PSYC,PSYC,,,,,2.33,,,,,,490,530,1020
455975,2008,5/12/2012,UNDE,EXSC,,2.67,1,4,2.67,16,18,20,24,19,,,
457244,2008,12/19/2012,ACCT,PSYC,,,,,,33,18,34,24,27,,,
483847,2008,12/14/2011,ACCT,COMM,,,,,,,,,,,440,470,910
487779,2008,,COMM,,,,,,,,,,,,640,600,1240
491704,2008,5/11/2013,UNDE,ECON,,,,,,,,,,,470,570,1040
492108,2008,,ART ,,,,,,,30,23,36,32,30,650,620,1270
512957,2011,5/9/2015,BA  ,BA  ,,,,,,25,21,21,23,22,,,
362389,2008,,ACCT,,,,,,,22,16,23,18,20,,,
362493,2008,5/12/2012,ENGL,PSYC,,,,,,22,18,22,21,20,,,
362494,2008,5/12/2012,BIOL,CJS.,,,,,,20,17,19,22,19,,,
364671,2008,12/14/2011,ACCT,ACCT,,,,,,,,,,,520,450,970
371344,2008,,UNDE,,,,,,,22,25,24,20,23,600,540,1140
372222,2008,5/12/2012,UNDE,PHIL,,,,,,32,21,35,24,28,760,480,1240
372836,2008,5/12/2012,PNRS,PSYC,,1,,,,19,15,23,21,20,,,
376435,2008,5/12/2012,EXSC,P.T.,,4,3.67,4,4,20,23,19,22,21,440,510,950
376653,2008,5/12/2012,MAAC,MAAC,,,,,,30,32,30,30,30,,,
381237,2008,,ELED,,,,,,,16,24,22,18,20,,,
384300,2008,12/19/2012,UNDE,MUS ,,2,2,,,19,17,19,20,18,,,
385973,2008,5/12/2012,PNRS,ENGL,,2,2,,,22,24,21,22,22,,,
395003,2008,,COMM,,,,,,,,,,,,550,420,970
399939,2008,5/12/2012,PCLS,R.T.,,3,3,,,24,22,32,23,25,,,
406691,2008,5/12/2012,UNDE,ENGL,,,,,,25,19,25,21,23,,,
407481,2008,,ELED,,,,,,,,,,,,530,480,1010
411926,2008,5/12/2012,PNRS,NURS,,3,3,,,29,27,34,27,29,540,580,1120
416310,2008,12/19/2012,EXSC,EXSC,,2.67,2,4,3.67,19,18,23,21,20,570,490,1060
420243,2008,,BMB ,,,,,,,23,21,28,21,23,,,
420344,2008,5/11/2013,BMB ,BMB ,,,,,,21,21,21,22,21,,,
407435,2009,,ENGL,,,,,,,17,18,17,18,18,590,420,1010
614744,2010,,MATH,,,,,,,,,,,,470,590,1060
546467,2010,5/10/2014,ENGL,ENGL,,,,,,34,20,33,23,28,,,
454670,2008,5/12/2012,PNRS,NURS,,3,3,,,30,24,21,23,25,,,
637507,2010,,ACCT,,,,,,,23,20,24,21,22,,,
446857,2008,5/11/2013,BA  ,ACCT,,,,,2,24,22,27,22,24,,,
225079,2012,,BIOL,,,,,,,28,24,22,25,25,,,
342131,2012,,ENVS,,ENVS,,,,,31,25,29,25,28,,,
507183,2012,,PSYC,,,,,,,20,20,23,19,20,,,
663031,2012,,BIOL,,,,,,,28,29,31,25,28,650,630,1280
665193,2012,,BIOL,,BIOL,,,,,27,26,20,21,24,,,
672611,2012,,BIOL,,,,,,,23,27,24,26,25,,,
673420,2012,,FINA,,,3,,3,3.33,20,23,18,20,20,,,
675259,2012,,CS  ,,,,,,,19,20,22,26,22,,,
676081,2012,,EXSC,,EXSC,2.67,3,4,3.33,17,21,18,22,20,,,
683490,2012,,BIOL,,NURS,4,4,,,30,33,32,27,31,630,710,1340
909711,2012,,UNDE,,,1,,4,,27,26,28,25,26,,,
931085,2012,,PSYC,,,,,,,22,22,19,19,21,520,470,990
946927,2012,,PNRS,,,2,2,,,19,22,25,29,24,,,
975516,2012,,MATH,,ENVI,,,,,30,22,21,26,25,,,
980194,2012,,COMM,,,,,,,23,16,24,22,21,,,
988401,2012,,PNRS,,,2,1.67,,4,28,26,31,27,28,580,570,1150
990133,2012,,EXSC,,,,,4,4,23,22,24,24,23,,,
992748,2012,,MAAC,,,,,,,25,29,25,27,27,,,
996427,2012,,ACCT,,ACCT,,,,,22,22,25,22,22,,,
998198,2012,,COMM,,EXSC,,3,3.67,3.67,24,23,29,25,25,,,
1000412,2012,,PNRS,,NURS,3.33,3,,,20,19,20,20,19,,,
1003866,2012,,PNRS,,NURS,3.67,4,,,31,24,23,24,26,460,520,980
1005296,2012,,UNDE,,PSYC,,,3,,18,19,19,21,19,,,
1005488,2012,,ELED,,ELED,,,,,21,21,20,23,20,,,
1005605,2012,,ACCT,,ACCT,,,,,32,30,33,32,31,,,
1006301,2012,,PNRS,,NURS,4,3.67,,,24,26,23,24,24,470,520,990
1009715,2012,,PNRS,,NURS,3,3,,,24,22,26,26,23,,,
1010386,2012,,ART ,,ART ,,,,,31,22,33,27,28,,,
1012046,2012,,BA  ,,,,,,,,,,,,470,540,1010
1013530,2012,,ACCT,,ACCT,,,,,,,,,,510,590,1100
1014061,2012,,BA  ,,,,,,,22,23,21,25,23,,,
1015348,2012,,CJS.,,,,,,,22,18,32,21,23,,,
1015356,2012,,CHEM,,CHEM,,,,,29,27,33,26,28,,,
1015368,2012,,BA  ,,,,,,,29,26,30,23,26,590,580,1170
1016210,2012,,BIOL,,P.T.,3,4,3,4,20,20,22,22,20,,,
1016742,2012,,COMM,,,,,,,28,22,24,22,24,,,
1028277,2012,,BIOL,,ENGL,,,,,33,25,33,25,29,,,
1029034,2012,,MATH,,MATH,,,,,,,,,,650,670,1320
1030266,2012,,PS  ,,PS  ,,,,,26,28,33,26,28,,,
1036719,2012,,BA  ,,FINA,,,,,,,,,,490,640,1130
965696,2013,,UNDE,,PSYC,4,,4,,30,29,35,27,29,,,
971352,2013,,PNRS,,,2,,2,1.67,25,18,23,21,22,,,
972097,2013,,PS  ,,,,,,,21,23,26,25,24,,,
975964,2013,,EXSC,,EXSC,3,3,4,3,23,20,21,22,22,,,
986343,2013,,PNRS,,NURS,3,3.33,,,30,25,33,26,28,,,
988250,2013,,UNDE,,COMM,,,,,26,24,23,26,25,,,
106435,2009,5/11/2013,PNRS,NURS,,3,3,,,33,26,33,28,30,,,
213662,2009,5/11/2013,PNRS,NURS,,3.67,4,,,27,25,28,26,26,510,520,1030
381235,2009,,BIOL,,,2.33,2,,,22,21,29,25,24,,,
400482,2009,5/11/2013,UNDE,ENGL,,,,,,29,29,27,21,27,640,650,1290
401469,2009,5/11/2013,CJS.,BIOL,,,,,4,28,25,33,25,28,620,600,1220
405566,2009,8/13/2013,EDMI,CJS.,,,,,,18,17,19,22,19,,,
406622,2009,5/11/2013,PNRS,COMM,,,,,,30,29,29,27,29,,,
409377,2009,5/11/2013,COMM,ART ,,,,,,23,23,31,21,25,690,570,1260
411444,2009,,BIOL,,,,,,,25,17,28,23,23,,,
414095,2009,5/11/2013,ELED,ELED,,,,,,32,28,33,32,31,690,600,1290
415168,2009,5/11/2013,EXSC,EXSC,,4,4,4,3.67,32,33,28,25,30,540,670,1210
415547,2009,12/19/2012,BA  ,BA  ,,,,,,26,25,28,25,26,520,530,1050
415719,2009,5/11/2013,BMB ,BMB ,,4,,,,33,32,29,32,32,,,
416483,2009,5/11/2013,BIOL,BIOL,,,,,,28,28,31,26,28,,,
418689,2009,5/11/2013,UNDE,NURS,,3,3,3.67,,26,21,25,22,23,,,
419275,2009,5/11/2013,ENGL,ENGL,,,,,,29,23,31,24,27,,,
427909,2009,5/11/2013,PNRS,NURS,,3,3,,,25,19,19,25,22,,,
430104,2009,5/11/2013,EXSC,EXSC,,2.33,2,3.67,3.67,22,28,23,26,24,,,
431398,2009,5/11/2013,PNRS,PSYC,,3.33,3.67,4,,26,22,30,22,25,,,
433555,2009,,PNRS,,,2.67,3,,,22,20,25,23,23,470,500,970
433605,2009,5/11/2013,EXSC,EXSC,,3,2,4,3,,,,,,520,600,1120
436149,2009,5/11/2013,PNRS,NURS,,4,4,,,27,23,28,22,25,,,
447705,2009,5/11/2013,ACCT,PSYC,,,,,,24,21,29,27,25,,,
450216,2009,5/11/2013,EXSC,ENGL,,1,,2,3,25,26,28,24,26,,,
451419,2009,,PNRS,,,1,,,,16,15,26,21,20,,,
454022,2009,5/11/2013,UNDE,BIOL,,3,3,4,,27,23,29,24,25,,,
454355,2009,5/11/2013,PSYC,LS  ,,2.67,3,,,27,25,28,21,25,580,600,1180
455471,2009,,COMM,,,,,,,,,,,,580,580,1160
457432,2009,5/11/2013,PNRS,NURS,,4,4,,,33,28,35,30,31,,,
457562,2009,5/10/2014,EXSC,NURS,,3,2,4,,23,25,25,26,24,550,530,1080
473851,2009,,UNDE,,,,,,,25,18,30,21,24,500,480,980
476754,2009,,FLIS,,,,,,4,24,22,24,26,23,,,
486165,2009,,ACCT,,,,,,,21,18,21,21,20,,,
487503,2009,,PNRS,,,2,3,,,29,17,26,21,23,,,
487569,2009,5/11/2013,PNRS,NURS,,3,3,,,24,21,21,21,22,,,
490202,2009,5/11/2013,MAAC,ECON,,,,,,28,33,26,29,29,,,
490841,2009,5/10/2014,PNRS,R.T.,,2.33,2,,,25,26,23,24,24,520,570,1090
491663,2009,5/11/2013,EXSC,COMM,,1,,3,,22,25,23,30,25,,,
491734,2009,5/10/2014,UNDE,ELED,,2,,,,23,20,25,20,21,,,
492492,2009,5/10/2014,FLIS,FLIS,,,,,,25,20,30,20,24,,,
492840,2009,,UNDE,,,,,,,,,,,,450,510,960
493143,2009,5/11/2013,PNRS,NURS,,3,4,,,,,,,,470,460,930
496513,2009,5/11/2013,BA  ,BA  ,,,,,,29,26,30,28,28,,,
497186,2009,5/11/2013,MAAC,MAAC,,,,,,27,29,23,26,26,,,
498631,2009,5/11/2013,ENGL,ENGL,,,,,,35,26,36,26,31,,,
499414,2009,5/11/2013,BA  ,P.T.,,2,2.33,3,2.67,26,27,22,24,24,,,
505548,2009,12/18/2013,PSYC,PSYC,,,,,,,,,,,590,520,1110
505584,2009,5/11/2013,BA  ,ECON,,,,,,28,29,31,31,30,,,
505806,2009,5/11/2013,CHEM,R.T.,,2.67,3,,,,,,,,630,500,1130
507326,2009,5/11/2013,MAAC,MAAC,,,,,,20,23,22,26,23,,,
509451,2009,12/19/2012,COMM,COMM,,,,,,,,,,,580,610,1190
514957,2009,12/18/2013,PNRS,BIOL,,3,2.67,,,21,22,23,21,21,,,
620940,2009,5/10/2014,MATH,MAAC,,,,,,,,,,,510,630,1140
446453,2010,,ART ,,,,,,,19,15,20,20,19,,,
448069,2010,,PSYC,,,,,,,20,22,22,21,21,,,
448170,2010,,PNRS,,,3,3,,,18,23,17,20,20,410,460,870
451227,2010,,SPAN,,SOCI,2,1,,,,,,,,500,490,990
456923,2010,5/10/2014,EXSC,R.T.,,2.67,2.33,4,3.33,28,22,28,22,25,,,
472223,2010,5/10/2014,PSYC,PSYC,,2,,,,22,20,21,20,21,,,
475936,2010,12/17/2014,UNDE,ELED,,2.33,,3,3,21,22,20,23,22,,,
478229,2010,,UNDE,,,0,,,,23,18,25,20,21,,,
479994,2010,,PNRS,,,2,1,,,22,26,23,25,22,,,
480508,2010,,UNDE,,,1,,,,24,23,31,24,26,,,
481079,2010,,CJS.,,NURS,,,,,22,17,23,21,21,,,
482242,2010,5/10/2014,UNDE,R.T.,,2.67,2,,,24,21,28,22,24,,,
482323,2010,12/17/2014,ELED,LS  ,,,,,,21,23,20,21,21,,,
482479,2010,,PSYC,,PSYC,,,,,29,25,31,27,28,,,
493379,2010,,BA  ,,,,,,,22,23,28,23,24,,,
503627,2010,,UNDE,,,,,,,31,34,34,30,32,660,600,1260
505486,2010,5/9/2015,UNDE,EXSC,,4,2.33,3,4,21,19,21,22,20,,,
506625,2010,,UNDE,,,,,,2.67,21,20,18,21,20,450,560,1010
524488,2010,5/10/2014,ART ,ART ,,,,,,30,21,28,22,25,,,
570618,2010,5/10/2014,ACCT,ACCT,,,,,,30,28,32,25,28,,,
571075,2010,5/10/2014,PNRS,NURS,,3.33,2.67,,,23,18,21,20,21,540,430,970
613680,2010,5/10/2014,UNDE,CHEM,,,,,,,,,,,570,710,1280
620989,2010,,UNDE,,,2,,,,23,20,23,25,22,,,
621369,2010,5/10/2014,PNRS,NURS,,3.33,3,,,24,18,29,25,23,,,
621434,2010,5/10/2014,AIT ,SOCI,,,,,,25,23,29,27,26,,,
621486,2010,5/10/2014,BA  ,BA  ,,,,,1,21,24,24,22,22,,,
622094,2010,5/10/2014,UNDE,PSYC,,2,,,4,26,27,31,27,26,,,
622728,2010,,BIOL,,,,,,,26,28,25,24,26,,,
623534,2010,,ENGL,,,,,,,,,,,,580,510,1090
624259,2010,12/18/2013,CS  ,CS  ,,,,,,29,34,32,30,31,,,
624814,2010,5/10/2014,BA  ,BA  ,,,,,,22,23,20,21,21,,,
626670,2010,5/9/2015,EXSC,BIOL,,3.67,2,,3.67,22,24,23,19,22,,,
627774,2010,,BA  ,,,,,,,18,21,14,22,19,480,460,940
628281,2010,5/10/2014,CHEM,BMB ,,,,,,27,24,29,22,26,580,460,1040
628619,2010,5/10/2014,PSYC,PSYC,,1,,,,19,17,23,21,20,,,
630147,2010,,COMM,,,,,,,26,18,25,25,24,,,
631268,2010,12/17/2014,PNRS,PSYC,,2,2.33,,,20,19,23,17,20,,,
631687,2010,,ACCT,,,4,4,4,4,33,27,28,26,29,,,
633201,2010,5/10/2014,ENGL,ENGL,,,,,,34,22,28,23,27,,,
633610,2010,,COMM,,,,,,,30,29,28,30,29,,,
634401,2010,,PNRS,,,,,,,26,24,20,21,23,,,
635655,2010,,EXSC,,,2,3,2,4,26,23,20,23,22,,,
636944,2010,,PNRS,,NURS,2,2,,,24,26,24,21,24,,,
637132,2010,,BA  ,,,,,,,22,23,26,24,24,,,
638436,2010,5/10/2014,EXSC,EXSC,,4,3.67,4,4,25,24,27,23,25,,,
639353,2010,5/10/2014,PNRS,NURS,,4,4,,,25,28,18,22,23,,,
639354,2010,,CS  ,,,,,,,,,,,,680,680,1360
650332,2010,5/10/2014,PSYC,PSYC,,,,,,23,18,18,18,20,,,
652747,2010,5/10/2014,PSYC,BA  ,,,,,,25,27,21,24,24,,,
654712,2010,5/10/2014,ENGL,ENGL,,,,,,32,25,32,24,28,,,
671306,2010,12/17/2014,PNRS,BIOL,,4,3.33,,4,26,19,33,26,26,,,
673052,2010,5/10/2014,BIOL,BIOL,,,,,,32,34,32,26,31,660,650,1310
520089,2011,5/9/2015,EXSC,PSYC,,1.67,,3,2.33,19,27,19,24,21,,,
524141,2011,5/9/2015,UNDE,BA  ,,,,,,16,24,18,19,19,,,
543549,2011,5/9/2015,EXSC,EXSC,,2.67,3.33,3,4,29,23,28,24,26,,,
568731,2011,5/9/2015,SPAN,ACCT,,,,,,32,29,31,27,30,710,630,1340
570294,2011,5/9/2015,BIOL,NURS,,,3.67,,,28,27,34,25,28,,,
573314,2011,,ENGL,,,,,,,35,19,30,25,27,,,
573643,2011,5/9/2015,UNDE,PHYS,,,,,,33,31,34,33,32,,,
613867,2011,,HIST,,,,,,,24,16,30,22,23,,,
616592,2011,5/9/2015,EDMI,EDMI,,,,,,23,21,21,21,22,430,490,920
618134,2011,,PS  ,,,,,,,29,24,35,26,28,,,
618149,2011,5/9/2015,USEC,MUS ,,,,,,22,27,22,23,24,,,
620252,2011,5/9/2015,FLIS,COMM,,,,,,,,,,,530,550,1080
626300,2011,,PSYC,,PSYC,,,,2,20,22,29,23,24,480,520,1000
650890,2011,5/9/2015,PSYC,PSYC,,,,,0,23,23,22,23,21,,,
655514,2011,5/9/2015,PNRS,NURS,,3,4,,,36,24,30,24,27,,,
670309,2011,,UNDE,,,,,,,25,22,24,22,23,,,
675531,2011,5/9/2015,UNDE,HIST,,,,,,35,27,34,32,32,,,
676936,2011,,PNRS,,,2,1.67,,,22,24,21,24,22,,,
679590,2011,5/9/2015,PS  ,PS  ,,,,0.67,2.67,35,24,33,27,30,710,570,1280
